time,Ax,Angulo_graus,Pulsos,Vel_ms
10676,-0.0798,0.00,108,0.001
10684,-0.0791,0.00,108,0.001
10692,-0.0747,0.00,108,0.001
10700,-0.0786,0.00,108,0.001
10708,-0.0815,0.00,108,0.001
10716,-0.0803,0.00,108,0.001
10724,-0.0742,0.00,108,0.001
10732,-0.0759,0.00,108,0.001
10740,-0.0754,0.00,108,0.000
10748,-0.0801,0.00,108,0.000
10756,-0.0798,0.00,108,0.000
10764,-0.0723,0.00,108,0.000
10772,-0.0764,0.00,108,0.000
10780,-0.0732,0.00,108,0.000
10788,-0.0767,0.00,108,0.000
10796,-0.0742,0.00,108,0.000
10804,-0.0776,0.00,108,0.000
10812,-0.0759,0.00,108,0.000
10820,-0.0784,0.00,108,0.000
10828,-0.0872,0.00,108,0.000
10836,-0.0815,0.00,108,0.000
10844,-0.0798,0.00,108,0.000
10852,-0.0737,0.00,108,0.000
10860,-0.0703,0.00,108,0.000
10868,-0.0767,0.00,108,0.000
10876,-0.0801,0.00,108,0.000
10884,-0.0781,0.00,108,0.000
10892,-0.0740,0.00,108,0.000
10900,-0.0688,0.00,108,0.000
10908,-0.0764,0.00,108,0.000
10916,-0.0762,0.00,108,0.000
10924,-0.0818,0.00,108,0.000
10932,-0.0754,0.00,108,0.000
10940,-0.0796,0.00,108,0.000
10948,-0.0808,0.00,108,0.000
10956,-0.0771,0.00,108,0.000
10964,-0.0811,0.00,108,0.000
10972,-0.0769,0.00,108,0.000
10980,-0.0757,0.00,108,0.000
10988,-0.0793,0.00,108,0.000
10996,-0.0781,0.00,108,0.000
11004,-0.0728,0.00,108,0.000
11012,-0.0796,0.00,108,0.000
11020,-0.0798,0.00,108,0.000
11028,-0.0813,0.00,108,0.000
11036,-0.0771,0.00,108,0.000
11044,-0.0762,0.00,108,0.000
11052,-0.0757,0.00,108,0.000
11060,-0.0779,0.00,108,0.000
11068,-0.0737,0.00,108,0.000
11076,-0.0774,0.00,108,0.000
11084,-0.0774,0.00,108,0.000
11092,-0.0740,0.00,108,0.000
11100,-0.0754,0.00,108,0.000
11108,-0.0723,0.00,108,0.000
11116,-0.0820,0.00,108,0.000
11124,-0.0774,0.00,108,0.000
11132,-0.0798,0.00,108,0.000
11140,-0.0713,0.00,108,0.000
11148,-0.0759,0.00,108,0.000
11156,-0.0779,0.00,108,0.000
11164,-0.0784,0.00,108,0.000
11172,-0.0823,0.00,108,0.000
11180,-0.0771,0.00,108,0.000
11188,-0.0750,0.00,108,0.000
11196,-0.0774,0.00,108,0.000
11204,-0.0757,0.00,108,0.000
11212,-0.0735,0.00,108,0.000
11220,-0.0764,0.00,108,0.000
11228,-0.0784,0.00,108,0.000
11236,-0.0793,0.00,108,0.000
11244,-0.0808,0.00,108,0.000
11252,-0.0754,0.00,108,0.000
11260,-0.0732,0.00,108,0.000
11268,-0.0750,0.00,108,0.000
11276,-0.0811,0.00,108,0.000
11284,-0.0779,0.00,108,0.000
11292,-0.0815,0.00,108,0.000
11300,-0.0750,0.00,108,0.000
11308,-0.0718,0.00,108,0.000
11316,-0.0713,0.00,108,0.000
11324,-0.0779,0.00,108,0.000
11332,-0.0715,0.00,108,0.000
11340,-0.0742,0.00,108,0.000
11348,-0.0752,0.00,108,0.000
11356,-0.0754,0.00,108,0.000
11364,-0.0745,0.00,108,0.000
11372,-0.0732,0.00,108,0.000
11380,-0.0784,0.00,108,0.000
11388,-0.0776,0.00,108,0.000
11396,-0.0752,0.00,108,0.000
11404,-0.0813,0.00,108,0.000
11412,-0.0808,0.00,108,0.000
11420,-0.0774,0.00,108,0.000
11428,-0.0759,0.00,108,0.000
11436,-0.0774,0.00,108,0.000
11444,-0.0759,0.00,108,0.000
11452,-0.0752,0.00,108,0.000
11460,-0.0767,0.00,108,0.000
11468,-0.0759,0.00,108,0.000
11476,-0.0752,0.00,108,0.000
11484,-0.0764,0.00,108,0.000
11492,-0.0774,0.00,108,0.000
11500,-0.0750,0.00,108,0.000
11508,-0.0803,0.00,108,0.000
11516,-0.0779,0.00,108,0.000
11524,-0.0767,0.00,108,0.000
11532,-0.0764,0.00,108,0.000
11540,-0.0771,0.00,108,0.000
11548,-0.0715,0.00,108,0.000
11556,-0.0776,0.00,108,0.000
