time,Ax,Angulo_graus,Pulsos,Vel_ms
121004,-0.0713,0.00,-361,0.000
121012,-0.0718,0.00,-361,0.000
121020,-0.0698,0.00,-361,0.000
121028,-0.0754,0.00,-361,0.000
121036,-0.0737,0.00,-361,0.000
121044,-0.0715,0.00,-361,0.000
121052,-0.0713,0.00,-361,0.000
121060,-0.0732,0.00,-361,0.000
121068,-0.0730,0.00,-361,0.000
121076,-0.0767,0.00,-361,0.000
121084,-0.0681,0.00,-361,0.000
121092,-0.0728,0.00,-361,0.000
121100,-0.0745,0.00,-361,0.000
121108,-0.0706,0.00,-361,0.000
121116,-0.0718,0.00,-361,0.000
121124,-0.0720,0.00,-361,0.000
121132,-0.0750,0.00,-361,0.000
121140,-0.0737,0.00,-361,0.000
121148,-0.0662,0.00,-361,0.000
121156,-0.0710,0.00,-361,0.000
121164,-0.0698,0.00,-361,0.000
121172,-0.0688,0.00,-361,0.000
121180,-0.0728,0.00,-361,0.000
121188,-0.0715,0.00,-361,0.000
121196,-0.0740,0.00,-361,0.000
121204,-0.0740,0.00,-361,0.000
121212,-0.0740,0.00,-361,0.000
121220,-0.0713,0.00,-361,0.000
121228,-0.0688,0.00,-361,0.000
121236,-0.0691,0.00,-361,0.000
121244,-0.0725,0.00,-361,0.000
121252,-0.0730,0.00,-361,0.000
121260,-0.0732,0.00,-361,0.000
121268,-0.0703,0.00,-361,0.000
121276,-0.0725,0.00,-361,0.000
121284,-0.0725,0.00,-361,0.000
121292,-0.0703,0.00,-361,0.000
121300,-0.0720,0.00,-361,0.000
121308,-0.0757,0.00,-361,0.000
121316,-0.0737,0.00,-361,0.000
121324,-0.0688,0.00,-361,0.000
121332,-0.0725,0.00,-361,0.000
121340,-0.0740,0.00,-361,0.000
121348,-0.0769,0.00,-361,0.000
121356,-0.0771,0.00,-361,0.000
121364,-0.0776,0.00,-361,0.000
121372,-0.0774,0.00,-361,0.000
121380,-0.0725,0.00,-361,0.000
121388,-0.0732,0.00,-361,0.000
121396,-0.0737,0.00,-361,0.000
121404,-0.0728,0.00,-361,0.000
121412,-0.0735,0.00,-361,0.000
121420,-0.0747,0.00,-361,0.000
121428,-0.0701,0.00,-361,0.000
121436,-0.0747,0.00,-361,0.000
121444,-0.0728,0.00,-361,0.000
121452,-0.0740,0.00,-361,0.000
121460,-0.0720,0.00,-361,0.000
121468,-0.0757,0.00,-361,0.000
121476,-0.0730,0.00,-361,0.000
