time,Ax,Angulo_graus,Pulsos,Vel_ms
11316,-0.0759,0.00,3,0.000
11324,-0.0723,0.00,3,0.000
11332,-0.0737,0.00,3,0.000
11340,-0.0730,0.00,3,0.000
11348,-0.0742,0.00,3,0.000
11356,-0.0732,0.00,3,0.000
11364,-0.0696,0.00,3,0.000
11372,-0.0732,0.00,3,0.000
11380,-0.0688,0.00,3,0.000
11388,-0.0728,0.00,3,0.000
11396,-0.0735,0.00,3,0.000
11404,-0.0745,0.00,3,0.000
11412,-0.0754,0.00,3,0.000
11420,-0.0757,0.00,3,0.000
11428,-0.0754,0.00,3,0.000
11436,-0.0718,0.00,3,0.000
11444,-0.0730,0.00,3,0.000
11452,-0.0742,0.00,3,0.000
11460,-0.0723,0.00,3,0.000
11468,-0.0732,0.00,3,0.000
11476,-0.0737,0.00,3,0.000
11484,-0.0737,0.00,3,0.000
11492,-0.0732,0.00,3,0.000
11500,-0.0750,0.00,3,0.000
11508,-0.0735,0.00,3,0.000
11516,-0.0762,0.00,3,0.000
11524,-0.0737,0.00,3,0.000
11532,-0.0737,0.00,3,0.000
11540,-0.0706,0.00,3,0.000
11548,-0.0710,0.00,3,0.000
11556,-0.0750,0.00,3,0.000
11564,-0.0769,0.00,3,0.000
11572,-0.0771,0.00,3,0.000
11580,-0.0742,0.00,3,0.000
11588,-0.0750,0.00,3,0.000
11596,-0.0718,0.00,3,0.000
11604,-0.0742,0.00,3,0.000
11612,-0.0723,0.00,3,0.000
11620,-0.0759,0.00,3,0.000
11628,-0.0757,0.00,3,0.000
11636,-0.0715,0.00,3,0.000
11644,-0.0698,0.00,3,0.000
11652,-0.0747,0.00,3,0.000
11660,-0.0715,0.00,3,0.000
11668,-0.0767,0.00,3,0.000
11676,-0.0706,0.00,3,0.000
11684,-0.0742,0.00,3,0.000
11692,-0.0750,0.00,3,0.000
11700,-0.0723,0.00,3,0.000
11708,-0.0747,0.00,3,0.000
11716,-0.0723,0.00,3,0.000
11724,-0.0706,0.00,3,0.000
11732,-0.0784,0.00,3,0.000
11740,-0.0691,0.00,3,0.000
11748,-0.0703,0.00,3,0.000
11756,-0.0740,0.00,3,0.000
11764,-0.0737,0.00,3,0.000
11772,-0.0718,0.00,3,0.000
11780,-0.0769,0.00,3,0.000
11788,-0.0745,0.00,3,0.000
11796,-0.0725,0.00,3,0.000
11804,-0.0737,0.00,3,0.000
11812,-0.0752,0.00,3,0.000
11820,-0.0710,0.00,3,0.000
11828,-0.0767,0.00,3,0.000
11836,-0.0754,0.00,3,0.000
11844,-0.0710,0.00,3,0.000
11852,-0.0791,0.00,3,0.000
11860,-0.0774,0.00,3,0.000
11868,-0.0745,0.00,3,0.000
11876,-0.0725,0.00,3,0.000
11884,-0.0764,0.00,3,0.000
11892,-0.0737,0.00,3,0.000
11900,-0.0718,0.00,3,0.000
11908,-0.0767,0.00,3,0.000
11916,-0.0691,0.00,3,0.000
11924,-0.0737,0.00,3,0.000
11932,-0.0767,0.00,3,0.000
11940,-0.0735,0.00,3,0.000
11948,-0.0769,0.00,3,0.000
11956,-0.0732,0.00,3,0.000
11964,-0.0706,0.00,3,0.000
11972,-0.0759,0.00,3,0.000
11980,-0.0710,0.00,3,0.000
11988,-0.0762,0.00,3,0.000
11996,-0.0747,0.00,3,0.000
12004,-0.0754,0.00,3,0.000
12012,-0.0764,0.00,3,0.000
12020,-0.0728,0.00,3,0.000
12028,-0.0757,0.00,3,0.000
12036,-0.0735,0.00,3,0.000
12044,-0.0745,0.00,3,0.000
12052,-0.0730,0.00,3,0.000
12060,-0.0759,0.00,3,0.000
12068,-0.0728,0.00,3,0.000
12076,-0.0706,0.00,3,0.000
12084,-0.0715,0.00,3,0.000
12092,-0.0754,0.00,3,0.000
12100,-0.0764,0.00,3,0.000
12108,-0.0754,0.00,3,0.000
12116,-0.0757,0.00,3,0.000
12124,-0.0757,0.00,3,0.000
12132,-0.0759,0.00,3,0.000
12140,-0.0720,0.00,3,0.000
12148,-0.0730,0.00,3,0.000
12156,-0.0747,0.00,3,0.000
12164,-0.0708,0.00,3,0.000
12172,-0.0701,0.00,3,0.000
12180,-0.0710,0.00,3,0.000
12188,-0.0723,0.00,3,0.000
12196,-0.0742,0.00,3,0.000
12204,-0.0732,0.00,3,0.000
12212,-0.0713,0.00,3,0.000
12220,-0.0732,0.00,3,0.000
12228,-0.0730,0.00,3,0.000
12236,-0.0757,0.00,3,0.000
12244,-0.0776,0.00,3,0.000
12252,-0.0742,0.00,3,0.000
12260,-0.0747,0.00,3,0.000
12268,-0.0720,0.00,3,0.000
12276,-0.0769,0.00,3,0.000
12284,-0.0720,0.00,3,0.000
12292,-0.0737,0.00,3,0.000
12300,-0.0754,0.00,3,0.000
12308,-0.0718,0.00,3,0.000
12316,-0.0762,0.00,3,0.000
12324,-0.0762,0.00,3,0.000
12332,-0.0747,0.00,3,0.000
12340,-0.0730,0.00,3,0.000
12348,-0.0730,0.00,3,0.000
12356,-0.0774,0.00,3,0.000
12364,-0.0781,0.00,3,0.000
12372,-0.0742,0.00,3,0.000
12380,-0.0696,0.00,3,0.000
12388,-0.0718,0.00,3,0.000
12396,-0.0732,0.00,3,0.000
12404,-0.0745,0.00,3,0.000
12412,-0.0740,0.00,3,0.000
12420,-0.0742,0.00,3,0.000
12428,-0.0791,0.00,3,0.000
12436,-0.0693,0.00,3,0.000
12444,-0.0718,0.00,3,0.000
12452,-0.0740,0.00,3,0.000
12460,-0.0735,0.00,3,0.000
12468,-0.0745,0.00,3,0.000
12476,-0.0771,0.00,3,0.000
12484,-0.0723,0.00,3,0.000
12492,-0.0732,0.00,3,0.000
12500,-0.0713,0.00,3,0.000
12508,-0.0747,0.00,3,0.000
12516,-0.0757,0.00,3,0.000
12524,-0.0693,0.00,3,0.000
12532,-0.0735,0.00,3,0.000
12540,-0.0767,0.00,3,0.000
12548,-0.0710,0.00,3,0.000
12556,-0.0720,0.00,3,0.000
12564,-0.0774,0.00,3,0.000
12572,-0.0762,0.00,3,0.000
12580,-0.0737,0.00,3,0.000
12588,-0.0740,0.00,3,0.000
12596,-0.0742,0.00,3,0.000
12604,-0.0742,0.00,3,0.000
12612,-0.0747,0.00,3,0.000
12620,-0.0723,0.00,3,0.000
12628,-0.0684,0.00,3,0.000
12636,-0.0791,0.00,3,0.000
12644,-0.0752,0.00,3,0.000
12652,-0.0745,0.00,3,0.000
12660,-0.0762,0.00,3,0.000
12668,-0.0701,0.00,3,0.000
12676,-0.0754,0.00,3,0.000
12684,-0.0752,0.00,3,0.000
12692,-0.0767,0.00,3,0.000
12700,-0.0745,0.00,3,0.000
12708,-0.0740,0.00,3,0.000
12716,-0.0764,0.00,3,0.000
12724,-0.0735,0.00,3,0.000
12732,-0.0752,0.00,3,0.000
12740,-0.0759,0.00,3,0.000
12748,-0.0732,0.00,3,0.000
12756,-0.0691,0.00,3,0.000
12764,-0.0728,0.00,3,0.000
12772,-0.0742,0.00,3,0.000
12780,-0.0693,0.00,3,0.000
12788,-0.0784,0.00,3,0.000
12796,-0.0725,0.00,3,0.000
12804,-0.0764,0.00,3,0.000
12812,-0.0735,0.00,3,0.000
12820,-0.0723,0.00,3,0.000
12828,-0.0767,0.00,3,0.000
12836,-0.0740,0.00,3,0.000
12844,-0.0728,0.00,3,0.000
12852,-0.0781,0.00,3,0.000
12860,-0.0757,0.00,3,0.000
12868,-0.0713,0.00,3,0.000
12876,-0.0737,0.00,3,0.000
12884,-0.0735,0.00,3,0.000
12892,-0.0752,0.00,3,0.000
12900,-0.0747,0.00,3,0.000
12908,-0.0715,0.00,3,0.000
12916,-0.0747,0.00,3,0.000
12924,-0.0728,0.00,3,0.000
12932,-0.0742,0.00,3,0.000
12940,-0.0754,0.00,3,0.000
12948,-0.0737,0.00,3,0.000
12956,-0.0735,0.00,3,0.000
12964,-0.0771,0.00,3,0.000
12972,-0.0740,0.00,3,0.000
12980,-0.0723,0.00,3,0.000
12988,-0.0779,0.00,3,0.000
12996,-0.0754,0.00,3,0.000
13004,-0.0740,0.00,3,0.000
13012,-0.0723,0.00,3,0.000
13020,-0.0723,0.00,3,0.000
13028,-0.0737,0.00,3,0.000
13036,-0.0757,0.00,3,0.000
13044,-0.0723,0.00,3,0.000
13052,-0.0728,0.00,3,0.000
13060,-0.0720,0.00,3,0.000
13068,-0.0728,0.00,3,0.000
13076,-0.0708,0.00,3,0.000
13084,-0.0759,0.00,3,0.000
13092,-0.0732,0.00,3,0.000
13100,-0.0708,0.00,3,0.000
13108,-0.0750,0.00,3,0.000
13116,-0.0740,0.00,3,0.000
13124,-0.0750,0.00,3,0.000
13132,-0.0728,0.00,3,0.000
13140,-0.0715,0.00,3,0.000
13148,-0.0720,0.00,3,0.000
13156,-0.0737,0.00,3,0.000
13164,-0.0742,0.00,3,0.000
13172,-0.0745,0.00,3,0.000
13180,-0.0725,0.00,3,0.000
13188,-0.0742,0.00,3,0.000
13196,-0.0730,0.00,3,0.000
13204,-0.0757,0.00,3,0.000
13212,-0.0757,0.00,3,0.000
13220,-0.0776,0.00,3,0.000
13228,-0.0713,0.00,3,0.000
13236,-0.0708,0.00,3,0.000
13244,-0.0742,0.00,3,0.000
13252,-0.0767,0.00,3,0.000
13260,-0.0771,0.00,3,0.000
13268,-0.0735,0.00,3,0.000
13276,-0.0757,0.00,3,0.000
13284,-0.0750,0.00,3,0.000
13292,-0.0762,0.00,3,0.000
13300,-0.0732,0.00,3,0.000
13308,-0.0764,0.00,3,0.000
13316,-0.0718,0.00,3,0.000
13324,-0.0759,0.00,3,0.000
13332,-0.0696,0.00,3,0.000
13340,-0.0732,0.00,3,0.000
13348,-0.0750,0.00,3,0.000
13356,-0.0771,0.00,3,0.000
13364,-0.0725,0.00,3,0.000
13372,-0.0720,0.00,3,0.000
