time,Ax,Angulo_graus,Pulsos,Vel_ms
5196,-0.0779,0.00,0,0.000
5204,-0.0730,0.00,0,0.000
5212,-0.0698,0.00,0,0.000
5220,-0.0769,0.00,0,0.000
5228,-0.0713,0.00,0,0.000
5236,-0.0750,0.00,0,0.000
5244,-0.0740,0.00,0,0.000
5252,-0.0698,0.00,0,0.000
5260,-0.0779,0.00,0,0.000
5268,-0.0764,0.00,0,0.000
5276,-0.0750,0.00,0,0.000
5284,-0.0730,0.00,0,0.000
5292,-0.0737,0.00,0,0.000
5300,-0.0710,0.00,0,0.000
5308,-0.0742,0.00,0,0.000
5316,-0.0757,0.00,0,0.000
5324,-0.0762,0.00,0,0.000
5332,-0.0769,0.00,0,0.000
5340,-0.0757,0.00,0,0.000
5348,-0.0754,0.00,0,0.000
5356,-0.0750,0.00,0,0.000
5364,-0.0725,0.00,0,0.000
5372,-0.0745,0.00,0,0.000
5380,-0.0742,0.00,0,0.000
5388,-0.0769,0.00,0,0.000
5396,-0.0728,0.00,0,0.000
5404,-0.0740,0.00,0,0.000
5412,-0.0757,0.00,0,0.000
5420,-0.0747,0.00,0,0.000
5428,-0.0745,0.00,0,0.000
5436,-0.0745,0.00,0,0.000
5444,-0.0737,0.00,0,0.000
5452,-0.0720,0.00,0,0.000
5460,-0.0706,0.00,0,0.000
5468,-0.0747,0.00,0,0.000
5476,-0.0740,0.00,0,0.000
5484,-0.0730,0.00,0,0.000
5492,-0.0737,0.00,0,0.000
5500,-0.0725,0.00,0,0.000
5508,-0.0781,0.00,0,0.000
5516,-0.0732,0.00,0,0.000
5524,-0.0681,0.00,0,0.000
5532,-0.0691,0.00,0,0.000
5540,-0.0767,0.00,0,0.000
5548,-0.0730,0.00,0,0.000
5556,-0.0742,0.00,0,0.000
5564,-0.0752,0.00,0,0.000
5572,-0.0703,0.00,0,0.000
5580,-0.0742,0.00,0,0.000
5588,-0.0740,0.00,0,0.000
5596,-0.0720,0.00,0,0.000
5604,-0.0710,0.00,0,0.000
5612,-0.0757,0.00,0,0.000
5620,-0.0745,0.00,0,0.000
5628,-0.0737,0.00,0,0.000
5636,-0.0713,0.00,0,0.000
5644,-0.0720,0.00,0,0.000
5652,-0.0718,0.00,0,0.000
5660,-0.0713,0.00,0,0.000
5668,-0.0715,0.00,0,0.000
5676,-0.0718,0.00,0,0.000
5684,-0.0732,0.00,0,0.000
5692,-0.0742,0.00,0,0.000
5700,-0.0723,0.00,0,0.000
5708,-0.0750,0.00,0,0.000
5716,-0.0779,0.00,0,0.000
5724,-0.0728,0.00,0,0.000
5732,-0.0745,0.00,0,0.000
5740,-0.0732,0.00,0,0.000
5748,-0.0710,0.00,0,0.000
5756,-0.0703,0.00,0,0.000
5764,-0.0710,0.00,0,0.000
5772,-0.0752,0.00,0,0.000
5780,-0.0757,0.00,0,0.000
5788,-0.0730,0.00,0,0.000
5796,-0.0667,0.00,0,0.000
5804,-0.0747,0.00,0,0.000
5812,-0.0750,0.00,0,0.000
5820,-0.0737,0.00,0,0.000
5828,-0.0747,0.00,0,0.000
5836,-0.0735,0.00,0,0.000
5844,-0.0713,0.00,0,0.000
5852,-0.0757,0.00,0,0.000
5860,-0.0752,0.00,0,0.000
5868,-0.0754,0.00,0,0.000
5876,-0.0686,0.00,0,0.000
5884,-0.0737,0.00,0,0.000
5892,-0.0723,0.00,0,0.000
5900,-0.0759,0.00,0,0.000
5908,-0.0742,0.00,0,0.000
5916,-0.0725,0.00,0,0.000
5924,-0.0762,0.00,0,0.000
5932,-0.0767,0.00,0,0.000
5940,-0.0723,0.00,0,0.000
5948,-0.0720,0.00,0,0.000
5956,-0.0735,0.00,0,0.000
5964,-0.0725,0.00,0,0.000
5972,-0.0706,0.00,0,0.000
5980,-0.0725,0.00,0,0.000
5988,-0.0725,0.00,0,0.000
5996,-0.0715,0.00,0,0.000
6004,-0.0769,0.00,0,0.000
6012,-0.0759,0.00,0,0.000
6020,-0.0737,0.00,0,0.000
6028,-0.0757,0.00,0,0.000
6036,-0.0779,0.00,0,0.000
6044,-0.0759,0.00,0,0.000
6052,-0.0747,0.00,0,0.000
6060,-0.0764,0.00,0,0.000
6068,-0.0769,0.00,0,0.000
6076,-0.0754,0.00,0,0.000
6084,-0.0715,0.00,0,0.000
6092,-0.0745,0.00,0,0.000
6100,-0.0706,0.00,0,0.000
6108,-0.0708,0.00,0,0.000
6116,-0.0757,0.00,0,0.000
6124,-0.0708,0.00,0,0.000
6132,-0.0767,0.00,0,0.000
6140,-0.0750,0.00,0,0.000
6148,-0.0725,0.00,0,0.000
6156,-0.0767,0.00,0,0.000
6164,-0.0745,0.00,0,0.000
6172,-0.0737,0.00,0,0.000
6180,-0.0759,0.00,0,0.000
6188,-0.0718,0.00,0,0.000
6196,-0.0720,0.00,0,0.000
6204,-0.0725,0.00,0,0.000
6212,-0.0730,0.00,0,0.000
6220,-0.0740,0.00,0,0.000
6228,-0.0750,0.00,0,0.000
6236,-0.0754,0.00,0,0.000
6244,-0.0720,0.00,0,0.000
6252,-0.0710,0.00,0,0.000
6260,-0.0725,0.00,0,0.000
6268,-0.0725,0.00,0,0.000
6276,-0.0725,0.00,0,0.000
6284,-0.0740,0.00,0,0.000
6292,-0.0735,0.00,0,0.000
6300,-0.0745,0.00,0,0.000
6308,-0.0750,0.00,0,0.000
6316,-0.0762,0.00,0,0.000
6324,-0.0710,0.00,0,0.000
6332,-0.0723,0.00,0,0.000
6340,-0.0730,0.00,0,0.000
6348,-0.0718,0.00,0,0.000
6356,-0.0767,0.00,0,0.000
6364,-0.0701,0.00,0,0.000
6372,-0.0713,0.00,0,0.000
6380,-0.0774,0.00,0,0.000
6388,-0.0759,0.00,0,0.000
6396,-0.0745,0.00,0,0.000
6404,-0.0742,0.00,0,0.000
6412,-0.0769,0.00,0,0.000
6420,-0.0730,0.00,0,0.000
6428,-0.0767,0.00,0,0.000
6436,-0.0725,0.00,0,0.000
6444,-0.0737,0.00,0,0.000
6452,-0.0767,0.00,0,0.000
6460,-0.0742,0.00,0,0.000
6468,-0.0747,0.00,0,0.000
6476,-0.0762,0.00,0,0.000
6484,-0.0747,0.00,0,0.000
6492,-0.0703,0.00,0,0.000
6500,-0.0779,0.00,0,0.000
6508,-0.0745,0.00,0,0.000
6516,-0.0745,0.00,0,0.000
6524,-0.0752,0.00,0,0.000
6532,-0.0752,0.00,0,0.000
6540,-0.0732,0.00,0,0.000
6548,-0.0776,0.00,0,0.000
6556,-0.0728,0.00,0,0.000
6564,-0.0740,0.00,0,0.000
6572,-0.0706,0.00,0,0.000
6580,-0.0747,0.00,0,0.000
6588,-0.0750,0.00,0,0.000
6596,-0.0742,0.00,0,0.000
6604,-0.0762,0.00,0,0.000
6612,-0.0740,0.00,0,0.000
6620,-0.0764,0.00,0,0.000
6628,-0.0715,0.00,0,0.000
6636,-0.0759,0.00,0,0.000
6644,-0.0737,0.00,0,0.000
6652,-0.0718,0.00,0,0.000
6660,-0.0752,0.00,0,0.000
6668,-0.0759,0.00,0,0.000
6676,-0.0747,0.00,0,0.000
6684,-0.0745,0.00,0,0.000
6692,-0.0745,0.00,0,0.000
6700,-0.0730,0.00,0,0.000
6708,-0.0750,0.00,0,0.000
6716,-0.0703,0.00,0,0.000
6724,-0.0715,0.00,0,0.000
6732,-0.0757,0.00,0,0.000
6740,-0.0728,0.00,0,0.000
6748,-0.0757,0.00,0,0.000
6756,-0.0745,0.00,0,0.000
6764,-0.0762,0.00,0,0.000
6772,-0.0737,0.00,0,0.000
6780,-0.0757,0.00,0,0.000
6788,-0.0737,0.00,0,0.000
6796,-0.0701,0.00,0,0.000
6804,-0.0735,0.00,0,0.000
6812,-0.0742,0.00,0,0.000
6820,-0.0776,0.00,0,0.000
6828,-0.0737,0.00,0,0.000
6836,-0.0759,0.00,0,0.000
6844,-0.0732,0.00,0,0.000
6852,-0.0740,0.00,0,0.000
6860,-0.0693,0.00,0,0.000
6868,-0.0735,0.00,0,0.000
6876,-0.0779,0.00,0,0.000
6884,-0.0735,0.00,0,0.000
6892,-0.0750,0.00,0,0.000
6900,-0.0718,0.00,0,0.000
6908,-0.0723,0.00,0,0.000
6916,-0.0740,0.00,0,0.000
6924,-0.0720,0.00,0,0.000
6932,-0.0701,0.00,0,0.000
6940,-0.0767,0.00,0,0.000
6948,-0.0793,0.00,0,0.000
6956,-0.0679,0.00,0,0.000
